# field visit time xshift yshift rot scale rms N
j234627+124850 q2343+12-br9-30-070.0-f140w 1514224785.0 -3.2699 -2.1678 0.0265 1.00051 0.053 32
j234627+124850 q2343-center-d7l-02-300.0-f140w 1514225113.0 -1.1493 1.1735 0.0313 1.00065 0.112 74
j234627+124850 q2343-center-d7l-06-300.0-f140w 1514225062.0 -0.8685 -1.0998 0.0113 1.00036 0.128 77
j234627+124850 q2343-center-d7l-14-259.0-f140w 1514225268.0 0.8959 0.8929 0.0301 1.00046 0.098 120
j234627+124850 q2343-center-d7l-17-259.0-f140w 1514225213.0 1.6532 0.4825 0.0134 1.00034 0.099 120
j234627+124850 q2343-center-d7l-18-259.0-f140w 1514225163.0 -1.0358 -1.292 0.0285 1.00062 0.086 128
j234627+124850 q2343-field1-b2v-13-068.0-f160w 1514224982.0 -1.201 2.4929 0.0134 1.00044 0.156 128
j234627+124850 q2343-field2-b2v-14-068.0-f160w 1514224879.0 -1.6883 2.2291 0.031 1.00053 0.169 41
j235536-000300 txs2353-003-cou-15-269.0-f140w 1514258131.0 0.4457 -1.6615 0.0204 1.00016 0.068 45
j235536-000300 txs2353-003-cou-16-052.0-f140w 1514258002.0 -1.755 0.2679 0.024 1.00014 0.225 20
j001832+162613 clg-0016+16-czg-q1-260.0-f435w 1512015251.0 -8.6400000000001 -5.183999999999969 0.0 1.0 -1.0 -1
j001832+162613 clg-0016+16-czg-q2-260.0-f105w 1512048789.0 0.9215 -6.7007 0.0202 1.00098 0.106 295
j001832+162613 clg-0016+16-czg-q2-260.0-f125w 1512048721.0 0.7922 -6.89 0.0263 1.00101 0.136 320
j001832+162613 clg-0016+16-czg-q2-260.0-f140w 1512048654.0 0.7838 -6.7584 0.028 1.00103 0.097 320
j001832+162613 clg-0016+16-czg-q2-260.0-f160w 1512048581.0 1.2432 -6.2395 0.0246 1.00104 0.093 335
j001832+162613 clg-0016+16-czg-q4-260.0-f105w 1512048756.0 1.0845 -6.5829 0.0187 1.00092 0.1 296
j001832+162613 clg-0016+16-czg-q4-260.0-f125w 1512048688.0 0.9135 -6.8368 0.0256 1.00102 0.121 317
j001832+162613 clg-0016+16-czg-q4-260.0-f140w 1512048617.0 0.9509 -6.6615 0.0275 1.00098 0.114 330
j001832+162613 clg-0016+16-czg-q4-260.0-f160w 1512048545.0 1.9638 -5.6907 0.0239 1.00102 0.349 44
j001832+162613 gal-clus-001826+162404-9bh-12-072.0-f606w 1512015268.0 -65.66399999999976 8.639999999999986 0.0 1.0 -1.0 -1
j001832+162613 gal-clus-001828+162731-9bh-11-072.0-f606w 1512015280.0 -69.11999999999989 15.552000000000021 0.0 1.0 -1.0 -1
j001832+162613 gal-clus-001840+162404-9bh-10-072.0-f606w 1512015296.0 -19.0 9.0 0.0 1.0 -1.0 -1
j001832+162613 gal-clus-001840+162731-9bh-09-073.0-f606w 1512015357.0 -16.0 19.0 0.0 1.0 -1.0 -1
j001832+162613 macsj0018.5+1626-b1y-01-261.0-f555w 1512015378.0 -3.4722999999999047 -4.861100000000079 0.0 1.0 -1.0 -1
j001832+162613 macsj0018.5+1626-b1y-01-261.0-f814w 1512049028.0 -5.8713 -0.0255 0.0161 1.00096 0.221 229
j001832+162613 ms0016.5+1654-8e1-04-068.0-f775w 1512015412.0 -50.40000000000009 34.559999999999945 0.0 1.0 -1.0 -1
j001832+162613 ms0016.5+1654-8e1-04-068.0-f850lp 1512015436.0 -48.960000000000036 34.559999999999945 0.0 1.0 -1.0 -1
j001832+162613 ms0016.5+1654-9dd-13-071.0-f775w 1512015425.0 -69.11999999999989 8.639999999999986 0.0 1.0 -1.0 -1
j002530-122251 macsj0025-1222-9ay-01-210.0-f555w 1512010915.0 62.70569999999998 35.83181000000002 0.0 1.0 -1.0 -1
j002530-122251 macsj0025-1222-9ay-01-210.0-f814w 1512010935.0 0.0 0.0 0.0 1.0 -1.0 -1
j002530-122251 macsj0025-1222-9ay-51-212.0-f555w 1512010928.0 8.957900000000336 -5.971970000000056 0.0 1.0 -1.0 -1
j002530-122251 macsj0025-1222-9ay-51-212.0-f814w 1512011674.0 4.4514 -8.0547 -0.0075 1.00035 0.045 471
j002530-122251 name-baby-bullet-f435w-czg-ia-212.0-f435w 1512010971.0 -11.519999999999982 -1.4399999999999409 0.0 1.0 -1.0 -1
j002530-122251 name-baby-bullet-ir-czg-ib-108.0-f105w 1512011415.0 -1.0512 2.1878 0.0106 1.00033 0.113 243
j002530-122251 name-baby-bullet-ir-czg-ib-108.0-f125w 1512011342.0 -1.0931 2.0144 0.0149 1.00039 0.155 277
j002530-122251 name-baby-bullet-ir-czg-ib-108.0-f140w 1512011263.0 -1.1495 2.1229 0.0188 1.00039 0.183 297
j002530-122251 name-baby-bullet-ir-czg-ib-108.0-f160w 1512011191.0 -1.2375 2.1031 0.0113 1.00044 0.151 306
j002530-122251 name-baby-bullet-ir-czg-id-108.0-f105w 1512011379.0 -1.1994 2.0603 0.0061 1.00032 0.135 259
j002530-122251 name-baby-bullet-ir-czg-id-108.0-f125w 1512011301.0 -1.2716 1.8383 0.0097 1.00038 0.149 271
j002530-122251 name-baby-bullet-ir-czg-id-108.0-f140w 1512011227.0 -1.3209 1.9754 0.0117 1.00036 0.149 293
j002530-122251 name-baby-bullet-ir-czg-id-108.0-f160w 1512011152.0 -1.426 1.9858 0.0092 1.00043 0.158 302
j010256-491539 name-el-gordo-nw-czg-i2-099.0-f105w 1511989191.0 0.004 -1.9746 -0.0149 0.99998 0.086 260
j010256-491539 name-el-gordo-nw-czg-i2-099.0-f125w 1511988992.0 -0.1541 -2.1776 -0.0084 1.00007 0.108 293
j010256-491539 name-el-gordo-nw-czg-i2-099.0-f140w 1511988957.0 -0.1057 -2.0416 -0.005 1.00003 0.107 317
j010256-491539 name-el-gordo-nw-czg-i2-099.0-f160w 1511988823.0 -0.2766 -1.9723 -0.007 1.00011 0.087 342
j010256-491539 name-el-gordo-nw-czg-i4-099.0-f105w 1511989155.0 0.5977 -2.2327 -0.008 1.00001 0.086 262
j010256-491539 name-el-gordo-nw-czg-i4-099.0-f125w 1511989090.0 0.5063 -2.4459 -0.0009 1.00009 0.105 286
j010256-491539 name-el-gordo-nw-czg-i4-099.0-f140w 1511988923.0 0.4657 -2.3231 0.0006 1.00007 0.116 325
j010256-491539 name-el-gordo-nw-czg-i4-099.0-f160w 1511988789.0 0.5405 -2.17 -0.0007 1.00007 0.152 7
j015242-135728 clg-j0152-1357-ir-czg-jb-223.0-f105w 1512065784.0 0.2718 14.6768 0.0333 0.99961 0.116 256
j015242-135728 clg-j0152-1357-ir-czg-jb-223.0-f125w 1512065660.0 0.0957 14.4206 0.04 0.99964 0.12 284
j015242-135728 clg-j0152-1357-ir-czg-jb-223.0-f140w 1512065454.0 -0.0152 14.4374 0.0414 0.99961 0.117 307
j015242-135728 clg-j0152-1357-ir-czg-jb-223.0-f160w 1512065325.0 -0.4564 14.2567 0.0388 0.99967 0.101 333
j015242-135728 clg-j0152-1357-ir-czg-jd-223.0-f105w 1512065749.0 1.1961 14.8267 0.0403 0.99954 0.115 258
j015242-135728 clg-j0152-1357-ir-czg-jd-223.0-f125w 1512065625.0 1.3514 14.5635 0.0525 0.99963 0.115 290
j015242-135728 clg-j0152-1357-ir-czg-jd-223.0-f140w 1512065419.0 0.8685 14.5691 0.0504 0.99958 0.117 301
j015242-135728 clg-j0152-1357-ir-czg-jd-223.0-f160w 1512065289.0 0.5944 14.2 0.0537 0.99963 0.094 285
j015242-135728 clg-j0152-1357-ir-czg-je-250.0-f125w 1512065585.0 6.9022 12.5074 0.05 0.99959 0.084 273
j015242-135728 clg-j0152-1357-ir-czg-je-250.0-f160w 1512065246.0 6.5672 12.4714 0.0491 0.99963 0.102 321
j015242-135728 clg-j0152-1357-ir-czg-jf-252.0-f125w 1512065539.0 7.019 12.6345 0.0445 0.9996 0.09 282
j015242-135728 clg-j0152-1357-ir-czg-jf-252.0-f160w 1512065200.0 6.7006 12.6134 0.0451 0.99967 0.088 310
j015242-135728 clg-j0152-1357-ir-czg-jg-255.0-f125w 1512065493.0 7.5163 11.8505 0.0435 0.99965 0.096 288
j015242-135728 clg-j0152-1357-ir-czg-jg-255.0-f160w 1512065154.0 7.2035 11.8528 0.0423 0.99964 0.142 10
j015242-135728 clg-j0152-1357-ir-czg-jh-064.0-f125w 1512065703.0 0.6612 -0.7756 0.0543 0.99961 0.077 277
j015242-135728 clg-j0152-1357-ir-czg-jk-064.0-f160w 1512065371.0 0.3441 -0.8587 0.0543 0.99962 0.096 306
j015949-084955 mcs-j0159.8-0849-czg-aa-224.0-f814w 1512012830.0 8.2426 -0.4584 -0.0076 1.00013 0.325 191
j015949-084955 mcs-j0159.8-0849-czg-ab-224.0-f105w 1512012653.0 -1.4118 20.2312 -0.0074 1.00015 0.113 236
j015949-084955 mcs-j0159.8-0849-czg-ab-224.0-f125w 1512012585.0 -1.5513 19.963 0.0003 1.00022 0.134 251
j015949-084955 mcs-j0159.8-0849-czg-ab-224.0-f140w 1512012511.0 -1.5595 20.1593 0.003 1.00022 0.109 264
j015949-084955 mcs-j0159.8-0849-czg-ab-224.0-f160w 1512012438.0 -1.6795 20.0865 0.0003 1.00026 0.101 283
j015949-084955 mcs-j0159.8-0849-czg-ad-224.0-f105w 1512012619.0 -1.5122 20.4582 -0.005 1.00016 0.109 229
j015949-084955 mcs-j0159.8-0849-czg-ad-224.0-f125w 1512012547.0 -1.6007 20.2834 -0.0011 1.00024 0.123 255
j015949-084955 mcs-j0159.8-0849-czg-ad-224.0-f140w 1512012475.0 -1.6244 20.3601 0.0016 1.00022 0.128 279
j015949-084955 mcs-j0159.8-0849-czg-ad-224.0-f160w 1512012399.0 -1.6323 20.5629 -0.001 1.00025 0.152 57
j025646-162316 emacsj0256.7-1623-coz-50-262.0-f814w 1512060561.0 -0.9563 -0.2078 -0.01 1.00103 0.435 167
j025646-162316 emacsj0256.7-1623-coz-95-237.0-f110w 1512060415.0 -0.1299 -2.5896 -0.0027 1.00122 0.08 248
j025646-162316 emacsj0256.7-1623-coz-95-237.0-f140w 1512060377.0 0.3553 -1.9308 0.0006 1.00117 0.632 14
j025710-232613 macsj0257-2325-8qu-02-244.0-f555w 1512005384.0 12.0 8.0 0.0 1.0 -1.0 -1
j025710-232613 macsj0257-2325-8qu-02-244.0-f814w 1512013636.0 15.3195 11.8074 -0.0081 0.99989 0.307 182
j025710-232613 macsj0257-2325-9dd-02-067.0-f814w 1512014200.0 -21.298 20.9876 -0.0121 0.99988 0.195 444
j025710-232613 macsj0257-2325-9oi-02-067.0-f814w 1512013940.0 1.934 3.861 -0.0154 0.9999 0.169 351
j025710-232613 mcs-j0257.1-2325-f435w-czg-fa-243.0-f435w 1512005455.0 0.0 0.0 0.0 1.0 -1.0 -1
j025710-232613 mcs-j0257.1-2325-ir-czg-fb-109.0-f105w 1512013384.0 2.7253 -0.6054 -0.0054 0.99991 0.108 255
j025710-232613 mcs-j0257.1-2325-ir-czg-fb-109.0-f125w 1512013312.0 2.6369 -0.7663 -0.0 0.99996 0.135 278
j025710-232613 mcs-j0257.1-2325-ir-czg-fb-109.0-f140w 1512013245.0 2.5939 -0.6711 0.0054 0.99994 0.109 289
j025710-232613 mcs-j0257.1-2325-ir-czg-fb-109.0-f160w 1512013169.0 2.5233 -0.6177 0.0025 1.00001 0.095 296
j025710-232613 mcs-j0257.1-2325-ir-czg-fd-109.0-f105w 1512013349.0 2.7345 -0.8127 -0.0057 0.99994 0.118 266
j025710-232613 mcs-j0257.1-2325-ir-czg-fd-109.0-f125w 1512013279.0 2.6487 -1.0006 -0.0009 0.99997 0.121 267
j025710-232613 mcs-j0257.1-2325-ir-czg-fd-109.0-f140w 1512013207.0 2.6316 -0.8796 0.004 0.99995 0.1 271
j025710-232613 mcs-j0257.1-2325-ir-czg-fd-109.0-f160w 1512013133.0 2.5 -0.8333 0.0 1.0 0.0 0
j030855+264539 macsj0308.9+2645-bkz-17-065.0-f606w 1512058692.0 8.0 6.0 0.0 1.0 -1.0 -1
j030855+264539 macsj0308.9+2645-c39-73-080.0-f814w 1512058993.0 7.4631 14.6659 0.0048 1.00004 0.22 462
j030855+264539 mcs-j0308.9+2645-acs-czg-h1-080.0-f435w 1512058706.0 8.0 1.0 0.0 1.0 -1.0 -1
j030855+264539 mcs-j0308.9+2645-acs-czg-h3-080.0-f606w 1512058713.0 8.0 3.0 0.0 1.0 -1.0 -1
j030855+264539 mcs-j0308.9+2645-acs-czg-h3-080.0-f814w 1511963372.0 8.361 2.8902 0.0063 1.00003 0.28 445
j030855+264539 mcs-j0308.9+2645-ir-czg-h2-287.0-f105w 1511963442.0 2.7405 -2.3204 0.0021 1.00007 0.136 288
j030855+264539 mcs-j0308.9+2645-ir-czg-h2-287.0-f125w 1511963518.0 2.6453 -2.5527 0.012 1.0001 0.154 318
j030855+264539 mcs-j0308.9+2645-ir-czg-h2-287.0-f140w 1511963598.0 2.6247 -2.3653 0.0123 1.00011 0.149 314
j030855+264539 mcs-j0308.9+2645-ir-czg-h2-287.0-f160w 1511963681.0 2.5069 -2.3954 0.0086 1.00015 0.131 307
j030855+264539 mcs-j0308.9+2645-ir-czg-h4-287.0-f105w 1511963480.0 2.7834 -2.3069 0.0055 1.00008 0.126 285
j030855+264539 mcs-j0308.9+2645-ir-czg-h4-287.0-f125w 1511963559.0 2.7574 -2.4702 0.0128 1.0001 0.156 310
j030855+264539 mcs-j0308.9+2645-ir-czg-h4-287.0-f140w 1511963638.0 2.6779 -2.3794 0.0153 1.0001 0.147 320
j030855+264539 mcs-j0308.9+2645-ir-czg-h4-287.0-f160w 1511963724.0 2.5986 -2.3307 0.0133 1.00016 0.152 321
j032728-132634 rcs0327-1326-bhe-01-262.0-f098m 1512241488.0 -2.0857 -3.6464 0.031 0.99981 0.15 267
j032728-132634 rcs0327-1326-bhe-01-262.0-f125w 1512240786.0 -2.4539 -3.6086 0.0298 0.99982 0.126 294
j032728-132634 rcs0327-1326-bhe-01-262.0-f132n 1512240729.0 -2.6611 -3.7928 0.0321 1.00018 0.166 214
j032728-132634 rcs0327-1326-bhe-01-262.0-f160w 1512240593.0 -2.6437 -3.5509 0.0307 0.99982 0.243 28
j032728-132634 rcs0327-1326-bhe-01-262.0-f814w 1512241320.0 -1.8545 -13.2351 0.02 0.99983 0.301 259
j032728-132634 rcs0327-1326-cluster-center-bma-a1-052.0-f814w 1512241014.0 7.0547 -5.3612 0.02 0.99976 0.343 206
j032728-132634 rcs0327-bwg-01-261.0-f140w 1512240684.0 9.4415 13.161 0.032 0.99983 0.109 302
j032728-132634 rcs0327-bwg-02-266.0-f140w 1512240644.0 10.3498 12.5459 0.0349 0.99986 0.14 281
j041733-115418 macsj0417.5-1154-bdx-03-188.0-f814w 1511968744.0 8.2851 0.2169 0.0015 0.99998 0.228 344
j041733-115418 macsj0417.5-1154-bdx-52-264.0-f606w 1512005584.0 -2.400000000000091 -12.0 0.0 1.0 -1.0 -1
j041733-115418 macsj0417.5-1154-f435w-czg-d1-188.0-f435w 1512005606.0 -9.599999999999909 0.0 0.0 1.0 -1.0 -1
j041733-115418 macsj0417.5-1154-ir-czg-d2-242.0-f105w 1511969143.0 0.0708 1.4935 0.0051 0.99999 0.19 290
j041733-115418 macsj0417.5-1154-ir-czg-d2-242.0-f125w 1511969223.0 -0.0206 1.3153 0.0065 1.00009 0.221 322
j041733-115418 macsj0417.5-1154-ir-czg-d2-242.0-f140w 1511969303.0 -0.0836 1.4249 0.0114 1.00005 0.18 313
j041733-115418 macsj0417.5-1154-ir-czg-d2-242.0-f160w 1511969388.0 -0.1501 1.4308 0.0083 1.00011 0.195 319
j041733-115418 macsj0417.5-1154-ir-czg-d4-242.0-f105w 1511969183.0 -0.0586 1.4448 -0.0003 0.99999 0.174 276
j041733-115418 macsj0417.5-1154-ir-czg-d4-242.0-f125w 1511969263.0 -0.0867 1.3155 0.0076 1.00002 0.19 297
j041733-115418 macsj0417.5-1154-ir-czg-d4-242.0-f140w 1511969347.0 -0.1608 1.352 0.0102 1.00006 0.183 316
j041733-115418 macsj0417.5-1154-ir-czg-d4-242.0-f160w 1511969431.0 -0.2543 1.4248 0.0062 1.00009 0.222 326
j045154+000621 macsj0451.9+0006-9fc-30-127.0-f606w 1512005775.0 7.5 16.666600000000017 0.0 1.0 -1.0 -1
j045154+000621 macsj0451.9+0006-bkz-9m-139.0-f110w 1511926508.0 -1.5001 1.9264 0.0152 1.00006 0.18 48
j045154+000621 macsj0451.9+0006-bkz-9m-139.0-f140w 1511926543.0 -1.6748 1.9981 0.0181 1.00001 0.073 317
j045404+025342 abell520-p2-bh9-04-275.0-f435w 1512005833.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p2-bh9-04-275.0-f606w 1512005840.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p2-bh9-04-275.0-f814w 1512016335.0 -0.5129 -3.0229 0.0093 1.0001 0.278 75
j045404+025342 abell520-p3-bh9-05-275.0-f435w 1512005855.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p3-bh9-05-275.0-f606w 1512005860.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p3-bh9-05-275.0-f814w 1512015802.0 -5.5781 -3.0778 0.0104 0.99999 0.346 73
j045404+025342 abell520-p4-bh9-06-275.0-f435w 1512005873.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p4-bh9-06-275.0-f606w 1512005876.0 0.0 0.0 0.0 1.0 -1.0 -1
j045404+025342 abell520-p4-bh9-06-275.0-f814w 1512015287.0 -1.0637 -1.8701 0.0121 1.00003 0.423 75
j045404+025342 aco-520-sw-czg-62-100.0-f105w 1512014931.0 2.6403 3.9756 0.016 1.00011 0.095 181
j045404+025342 aco-520-sw-czg-62-100.0-f125w 1512014857.0 2.5134 3.7772 0.0204 1.00023 0.172 202
j045404+025342 aco-520-sw-czg-62-100.0-f140w 1512014783.0 2.5174 3.9 0.0232 1.00016 0.157 221
j045404+025342 aco-520-sw-czg-62-100.0-f160w 1512014709.0 2.4592 3.9679 0.0206 1.00022 0.115 227
j045404+025342 aco-520-sw-czg-64-100.0-f105w 1512014894.0 2.5074 3.8599 0.0144 1.0002 0.13 188
j045404+025342 aco-520-sw-czg-64-100.0-f125w 1512014823.0 2.4313 3.6276 0.0204 1.00022 0.124 200
j045404+025342 aco-520-sw-czg-64-100.0-f140w 1512014746.0 2.4438 3.8372 0.0239 1.00016 0.115 210
j045404+025342 aco-520-sw-czg-64-100.0-f160w 1512014672.0 2.5016 3.9138 0.0191 1.00021 0.228 40
j045410-030054 macsj0454-0300-b5m-10-237.0-f110w 1512219992.0 -1.7275 1.0366 0.0064 1.00012 0.072 308
j045410-030054 macsj0454-0300-b5m-10-237.0-f160w 1512219925.0 -1.8871 1.2532 0.006 1.00011 0.114 49
j045410-030054 macsj0454-0300-b5m-20-252.0-f814w 1512222569.0 -0.312 -2.3515 -0.0005 0.99995 0.16 336
j045410-030054 ms0451-16-8rq-16-241.0-f814w 1512222274.0 10.2544 -19.1381 0.0073 1.00023 0.815 52
j045410-030054 ms0451-22-8rq-22-241.0-f814w 1512222059.0 8.2304 -21.0653 -0.003 1.00012 0.766 55
j045410-030054 ms0451-23-8rq-23-241.0-f814w 1512221810.0 14.1208 -13.5427 -0.0003 0.99995 0.17 379
j045410-030054 ms0451-30-8rq-30-241.0-f814w 1512221562.0 13.57 -13.734 -0.0019 0.99997 0.199 126
j045410-030054 ms0451.6-0305-9dd-14-063.0-f814w 1512221334.0 -7.0547 35.4722 -0.0053 0.99995 0.258 209
j060312+421525 1rxs-j060313.4+421231-n-czg-f2-327.0-f105w 1511984489.0 0.1387 -0.398 0.0059 0.99998 0.199 86
j060312+421525 1rxs-j060313.4+421231-n-czg-f2-327.0-f125w 1511984585.0 0.0107 -0.5707 0.012 1.00004 0.098 292
j060312+421525 1rxs-j060313.4+421231-n-czg-f2-327.0-f140w 1511984695.0 0.0178 -0.4662 0.0146 1.00002 0.088 319
j060312+421525 1rxs-j060313.4+421231-n-czg-f2-327.0-f160w 1511984795.0 -0.0735 -0.438 0.013 1.00007 0.085 302
j060312+421525 1rxs-j060313.4+421231-n-czg-f4-327.0-f105w 1512016983.0 -0.2531 -0.2429 -0.0021 0.99996 0.085 287
j060312+421525 1rxs-j060313.4+421231-n-czg-f4-327.0-f125w 1512016935.0 -0.3606 -0.4696 0.0075 1.00002 0.106 299
j060312+421525 1rxs-j060313.4+421231-n-czg-f4-327.0-f140w 1512016886.0 -0.3735 -0.3147 0.007 1.00001 0.117 313
j060312+421525 1rxs-j060313.4+421231-n-czg-f4-327.0-f160w 1512016837.0 -0.5303 -0.3275 0.0076 1.00009 0.106 316
j060312+421525 1rxsj0603.3+4214north-cbr-01-294.0-f814w 1511985130.0 0.3274 5.2563 0.0014 0.99995 0.206 222
j060312+421525 1rxsj0603.3+4214south-cbr-02-108.0-f390w 1512006054.0 4.799999999999727 6.0 0.0 1.0 -1.0 -1
j060312+421525 1rxsj0603.3+4214south-cbr-02-108.0-f606w 1512006064.0 4.799999999999727 4.7999999999999545 0.0 1.0 -1.0 -1
j060325+420950 1rxs-j060313.4+421231-s-czg-g2-048.0-f105w 1512017582.0 0.3512 0.5962 0.0119 1.00007 0.083 302
j060325+420950 1rxs-j060313.4+421231-s-czg-g2-048.0-f125w 1512017483.0 0.1989 0.4084 0.0177 1.00014 0.088 306
j060325+420950 1rxs-j060313.4+421231-s-czg-g2-048.0-f140w 1512017390.0 0.2444 0.5229 0.0215 1.00012 0.079 318
j060325+420950 1rxs-j060313.4+421231-s-czg-g2-048.0-f160w 1512017290.0 0.1762 0.6259 0.0169 1.00016 0.074 330
j060325+420950 1rxs-j060313.4+421231-s-czg-g4-048.0-f105w 1512017531.0 0.6375 0.7548 0.0089 1.00008 0.076 296
j060325+420950 1rxs-j060313.4+421231-s-czg-g4-048.0-f125w 1512017438.0 0.5656 0.562 0.0155 1.00013 0.089 298
j060325+420950 1rxs-j060313.4+421231-s-czg-g4-048.0-f140w 1512017343.0 0.517 0.6826 0.0178 1.0001 0.091 335
j060325+420950 1rxs-j060313.4+421231-s-czg-g4-048.0-f160w 1512017235.0 0.6299 0.8695 0.0162 1.00015 0.121 77
j060325+420950 1rxsj0603.3+4214south-cbr-02-108.0-f814w 1512017863.0 1.1782 -4.1225 0.0059 1.00001 0.219 232
j061148-303733 macsj0611.8-3036-c39-2s-351.0-f110w 1512018231.0 -1.1411 -0.5236 -0.0001 1.00007 0.12 311
j061148-303733 macsj0611.8-3036-c39-2s-351.0-f140w 1512018204.0 -1.2435 -0.4029 0.0007 0.99998 0.23 70
j061554-574655 e121-20-8mq-21-040.0-f814w 1512020065.0 10.4887 -2.8572 -0.0172 1.00003 0.522 22
j061554-574655 plckg266.6-27.3-v02-copy-bvs-05-208.0-f814w 1512019866.0 6.4395 -6.6969 -0.0059 1.00026 0.209 194
j061554-574655 plckg266.6-27.3-v03-copy-bvs-06-208.0-f814w 1512019602.0 -0.8786 -0.1209 -0.0031 1.00034 0.202 177
j061554-574655 plckg266.6-27.3-v04-copy-bvs-07-208.0-f814w 1512019336.0 3.976 -0.8796 0.0037 1.00009 0.121 17
j061554-574655 plckg266.6-27.3-v05-copy-bvs-08-208.0-f814w 1512019069.0 5.9252 -4.4892 -0.0007 1.00005 0.105 18
j061554-574655 spt-clj0615-5746-bqz-20-207.0-f814w 1512018804.0 6.7732 -6.4169 -0.0047 1.00025 0.389 197
j061554-574655 spt-clj0615-5746-ir-czg-eb-249.0-f105w 1512018624.0 -2.5179 -0.9236 -0.0044 1.00041 0.084 277
j061554-574655 spt-clj0615-5746-ir-czg-eb-249.0-f125w 1512018552.0 -2.646 -1.1543 0.0013 1.00044 0.113 320
j061554-574655 spt-clj0615-5746-ir-czg-eb-249.0-f140w 1512018474.0 -2.6063 -0.9355 0.0049 1.00038 0.084 320
j061554-574655 spt-clj0615-5746-ir-czg-eb-249.0-f160w 1512018394.0 -2.5094 -0.805 0.001 1.00047 0.076 356
j061554-574655 spt-clj0615-5746-ir-czg-ed-249.0-f105w 1512018588.0 -2.3977 -1.0417 -0.0033 1.00036 0.094 287
j061554-574655 spt-clj0615-5746-ir-czg-ed-249.0-f125w 1512018515.0 -2.4735 -1.1876 0.0046 1.00043 0.108 308
j061554-574655 spt-clj0615-5746-ir-czg-ed-249.0-f140w 1512018435.0 -2.5102 -1.1125 0.0043 1.00039 0.096 340
j061554-574655 spt-clj0615-5746-ir-czg-ed-249.0-f160w 1512018349.0 -2.0779 -0.6001 0.0038 1.00042 0.172 11
j071221+593213 macsj0712.3+5931-9s6-36-092.0-f814w 1512020609.0 0.9073 2.6651 0.0112 1.00012 0.357 145
j071221+593213 macsj0712.3+5931-bkz-9o-326.0-f110w 1512020462.0 -1.6725 1.0942 0.0271 1.00036 0.117 205
j071221+593213 macsj0712.3+5931-bkz-9o-326.0-f140w 1512020423.0 -1.5761 1.3589 0.032 1.00027 0.191 47
j072222+072425 psz2-g209.79+10.23-czg-l1-092.0-f814w 1512007769.0 5.2185 1.5651 -0.0024 1.00011 0.259 282
j072222+072425 psz2-g209.79+10.23-czg-l2-092.0-f105w 1512007588.0 0.0412 -1.4862 -0.0018 1.00021 0.095 362
j072222+072425 psz2-g209.79+10.23-czg-l2-092.0-f125w 1512007506.0 0.0003 -1.6552 0.0053 1.0002 0.101 387
j072222+072425 psz2-g209.79+10.23-czg-l2-092.0-f140w 1512007424.0 -0.0376 -1.5401 0.0104 1.00018 0.096 405
j072222+072425 psz2-g209.79+10.23-czg-l2-092.0-f160w 1512007336.0 0.1504 -1.3229 0.0059 1.00027 0.088 414
j072222+072425 psz2-g209.79+10.23-czg-l4-092.0-f105w 1512007546.0 0.1756 -1.2525 -0.0004 1.00014 0.085 366
j072222+072425 psz2-g209.79+10.23-czg-l4-092.0-f125w 1512007464.0 0.129 -1.4525 0.0076 1.0002 0.097 382
j072222+072425 psz2-g209.79+10.23-czg-l4-092.0-f140w 1512007380.0 0.1641 -1.2543 0.0094 1.00018 0.092 406
j072222+072425 psz2-g209.79+10.23-czg-l4-092.0-f160w 1512007293.0 0.4318 -0.984 0.0069 1.00023 0.185 52
j072319-732714 smacsj0723.3-7327-c39-1g-074.0-f814w 1512021902.0 1.5776 2.1542 -0.008 1.00013 0.289 246
j072319-732714 smacsj0723.3-7327-czg-z2-254.0-f105w 1512021625.0 2.2327 -3.3175 -0.0052 1.00019 0.096 330
j072319-732714 smacsj0723.3-7327-czg-z2-254.0-f125w 1512021416.0 2.1325 -3.5553 0.0018 1.00028 0.102 357
j072319-732714 smacsj0723.3-7327-czg-z2-254.0-f140w 1512020960.0 2.2389 -3.2651 0.0076 1.00024 0.098 360
j072319-732714 smacsj0723.3-7327-czg-z2-254.0-f160w 1512020912.0 2.3553 -3.1526 0.0025 1.0003 0.085 375
j072319-732714 smacsj0723.3-7327-czg-z3-254.0-f814w 1512022072.0 3.7226 -3.6812 -0.0091 1.00014 0.242 515
j072319-732714 smacsj0723.3-7327-czg-z4-254.0-f105w 1512021518.0 2.2823 -3.3834 -0.007 1.00023 0.093 329
j072319-732714 smacsj0723.3-7327-czg-z4-254.0-f125w 1512021374.0 2.2702 -3.502 0.0038 1.00024 0.103 357
j072319-732714 smacsj0723.3-7327-czg-z4-254.0-f140w 1512021258.0 2.3266 -3.3258 0.0056 1.00023 0.097 362
j072319-732714 smacsj0723.3-7327-czg-z4-254.0-f160w 1512020868.0 2.6511 -2.9686 0.004 1.0003 0.089 325
j072319-732714 smacsj0723.3-7327-czg-z5-291.0-f105w 1512021569.0 3.9416 -2.6623 0.0001 1.00022 0.089 293
